Player,Salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, , , , , , , , ,OWS,DWS,WS,WS/48, , , , , , , , ,OBPM,DBPM,BPM,VORP
Tari Eason,3527160,PF,22,HOU,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8,17.1,.528,.265,.175,10.4,24.1,17.3,8.3,3.1,3.7,8.9,20.0,,,,,,,,,0.2,1.1,1.3,.126,,,,,,,,,-0.7,2.2,1.5,0.4
Mike Muscala,3500000,C,32,TOT,32,3,13.7,1.3,3.5,.378,0.7,2.2,.319,0.6,1.3,.476,.477,0.5,0.7,.727,0.9,2.1,2.9,0.9,0.2,0.3,0.5,1.3,3.8,8.4,.505,.622,.198,6.8,16.6,11.6,8.0,0.6,2.0,12.3,13.3,,,,,,,,,0.0,0.2,0.1,.015,,,,,,,,,-3.7,-1.4,-5.1,-0.3
Andre Drummond,3360000,C,30,CHI,51,8,16.2,3.2,5.8,.552,0.0,0.0,.000,3.2,5.8,.556,.552,1.5,2.6,.556,3.4,5.1,8.5,0.5,1.1,0.6,1.0,1.7,7.9,23.6,.565,.007,.448,22.8,35.8,29.1,5.0,3.4,4.1,13.0,21.7,,,,,,,,,1.2,1.9,3.1,.178,,,,,,,,,0.7,-0.1,0.5,0.5
Brandin Podziemski,3352404,SG,20,GSW,41,12,25.8,3.8,8.2,.466,1.2,3.3,.358,2.7,5.0,.537,.537,0.8,1.2,.633,1.6,4.2,5.7,3.5,0.8,0.2,1.2,2.0,9.6,13.4,.548,.398,.145,6.6,17.6,12.1,18.6,1.6,0.6,12.0,16.2,,,,,,,,,1.2,0.9,2.1,.095,,,,,,,,,-0.3,0.2,-0.1,0.5
Dalen Terry,3350760,SG,21,CHI,32,1,9.7,0.8,2.1,.373,0.3,1.2,.211,0.5,0.9,.586,.433,0.5,0.7,.727,0.3,1.3,1.6,1.2,0.3,0.3,0.5,1.2,2.3,8.0,.483,.567,.328,3.5,15.5,9.3,15.8,1.4,2.6,18.1,13.2,,,,,,,,,-0.1,0.3,0.2,.035,,,,,,,,,-4.7,1.1,-3.6,-0.1
Keon Johnson,3342765,SG,21,BRK,1,0,21.0,3.0,8.0,.375,2.0,4.0,.500,1.0,4.0,.250,.500,4.0,4.0,1.000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,15.9,.615,.500,.500,0.0,5.3,2.6,6.5,2.3,4.2,9.3,21.9,,,,,,,,,0.0,0.0,0.1,.121,,,,,,,,,0.3,-0.9,-0.6,0.0
Jake LaRavia,3199920,PF,22,MEM,11,0,11.1,1.5,3.9,.372,0.5,2.2,.208,1.0,1.7,.579,.430,0.3,0.4,.750,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6,4.8,.447,.558,.093,6.1,8.4,7.2,7.3,0.4,0.8,8.2,17.2,,,,,,,,,-0.1,0.1,-0.1,-0.020,,,,,,,,,-6.9,-1.7,-8.6,-0.2
Derrick Rose,3196448,PG,35,MEM,19,7,17.5,3.3,7.4,.447,0.7,1.9,.351,2.6,5.5,.481,.493,1.2,1.3,.917,0.4,1.4,1.8,3.3,0.4,0.1,1.3,1.0,8.5,12.9,.531,.262,.170,2.2,9.3,5.6,31.0,1.2,0.6,14.2,22.8,,,,,,,,,0.0,0.3,0.3,.043,,,,,,,,,-1.5,-1.2,-2.6,-0.1
Eric Gordon,3196448,SG,35,PHO,43,20,29.8,4.5,10.0,.452,2.5,6.4,.383,2.1,3.6,.578,.575,0.7,1.0,.780,0.3,1.9,2.2,2.3,0.9,0.5,1.3,1.3,12.3,11.1,.588,.643,.095,1.2,6.8,4.2,10.4,1.5,1.4,10.9,17.1,,,,,,,,,0.7,0.9,1.6,.061,,,,,,,,,-0.9,-0.9,-1.8,0.1
Wesley Matthews,3196448,SG,37,ATL,21,1,11.0,0.6,2.2,.283,0.4,1.7,.250,0.2,0.5,.400,.380,0.7,0.9,.737,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.3,5.5,.451,.783,.413,1.8,11.7,6.5,6.6,2.0,1.5,9.9,10.6,,,,,,,,,-0.1,0.1,0.0,.009,,,,,,,,,-5.3,0.1,-5.2,-0.2
Tristan Thompson,3196448,PF,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8,14.3,.600,.011,.447,14.9,19.7,17.3,12.0,0.9,2.2,17.0,13.1,,,,,,,,,0.6,0.7,1.3,.142,,,,,,,,,-1.8,0.9,-0.9,0.1
Markieff Morris,3196448,PF,34,DAL,16,1,9.4,0.9,2.9,.319,0.6,1.8,.321,0.4,1.2,.316,.415,0.2,0.3,.750,0.3,1.5,1.8,0.7,0.3,0.1,0.6,0.7,2.6,5.3,.431,.596,.085,2.9,17.9,10.3,9.3,1.6,0.6,15.6,16.4,,,,,,,,,-0.3,0.1,-0.1,-0.044,,,,,,,,,-5.0,-1.3,-6.3,-0.2
Justin Holiday,3196448,SG,34,DEN,28,6,12.9,1.3,2.7,.487,0.8,1.9,.423,0.5,0.9,.625,.632,0.0,0.0,,0.1,1.0,1.1,0.9,0.6,0.1,0.2,1.2,3.4,9.8,.632,.684,.000,1.3,8.2,4.8,8.9,2.3,0.5,7.3,9.9,,,,,,,,,0.4,0.4,0.8,.106,,,,,,,,,-2.7,1.2,-1.4,0.1
DeAndre Jordan,3196448,C,35,DEN,26,1,11.7,1.7,2.6,.657,0.0,0.0,,1.7,2.6,.657,.657,0.8,1.8,.447,1.6,2.9,4.5,0.7,0.2,0.5,0.7,1.7,4.2,15.9,.622,.000,.701,15.7,27.3,21.6,8.1,0.8,3.7,17.8,15.2,,,,,,,,,0.4,0.5,0.9,.136,,,,,,,,,-2.0,-0.1,-2.1,0.0
Cory Joseph,3196448,PG,32,GSW,25,0,11.6,0.8,2.4,.333,0.4,1.6,.282,0.4,0.8,.429,.425,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.2,5.2,.436,.650,.117,2.2,8.6,5.4,17.3,0.7,0.9,16.0,10.8,,,,,,,,,-0.1,0.1,0.1,.011,,,,,,,,,-4.6,-0.8,-5.5,-0.3
Jae Crowder,3196448,PF,33,MIL,20,4,24.3,2.5,5.7,.439,1.5,3.9,.377,1.1,1.9,.568,.566,0.6,0.9,.611,0.4,2.9,3.3,1.5,0.8,0.3,0.5,1.8,7.0,9.1,.574,.675,.158,1.9,12.5,7.3,7.3,1.5,0.8,6.9,11.4,,,,,,,,,0.3,0.4,0.7,.071,,,,,,,,,-1.7,0.2,-1.5,0.1
Robin Lopez,3196448,C,35,MIL,16,2,4.1,0.4,1.2,.368,0.1,0.5,.250,0.3,0.7,.455,.421,0.1,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1,6.5,.453,.421,.105,5.2,3.3,4.2,7.6,0.7,3.7,9.1,14.3,,,,,,,,,0.0,0.0,0.0,.004,,,,,,,,,-4.7,-1.4,-6.1,-0.1
Cody Zeller,3196448,C,31,NOP,35,0,8.2,0.6,1.5,.396,0.0,0.1,.333,0.6,1.4,.400,.406,0.6,1.0,.600,1.1,1.6,2.7,1.0,0.2,0.1,0.3,1.1,1.8,11.5,.468,.057,.660,14.7,21.5,18.1,14.4,1.2,1.4,14.9,12.0,,,,,,,,,0.3,0.4,0.7,.110,,,,,,,,,-3.1,0.3,-2.8,-0.1
Patrick Beverley,3196448,PG,35,PHI,46,5,19.5,2.2,5.1,.425,0.7,2.3,.318,1.4,2.7,.516,.498,1.1,1.3,.803,0.7,2.4,3.1,3.0,0.5,0.4,1.0,1.8,6.1,11.4,.541,.459,.262,3.7,13.8,8.8,20.2,1.3,1.8,15.0,14.6,,,,,,,,,0.7,0.9,1.6,.084,,,,,,,,,-1.5,0.0,-1.4,0.1
Alex Len,3196448,C,30,SAC,18,0,8.4,1.0,1.6,.621,0.0,0.1,.000,1.0,1.5,.667,.621,0.2,0.6,.400,1.3,1.8,3.1,1.1,0.2,0.4,0.6,1.1,2.2,15.4,.599,.069,.345,16.7,25.0,20.7,16.8,0.9,4.8,24.8,12.4,,,,,,,,,0.2,0.2,0.4,.130,,,,,,,,,-1.8,1.7,-0.2,0.1
Garrett Temple,3196448,SG,37,TOR,15,0,4.4,0.5,1.4,.381,0.1,0.6,.222,0.4,0.8,.500,.429,0.3,0.4,.833,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.5,9.5,.486,.429,.286,8.2,10.3,9.2,11.9,2.2,0.0,14.5,17.9,,,,,,,,,0.0,0.0,0.0,.015,,,,,,,,,-3.9,-1.5,-5.4,-0.1
Tre Mann,3191400,PG,22,OKC,13,0,9.2,1.5,3.1,.500,0.6,1.5,.421,0.9,1.6,.571,.600,0.1,0.1,1.000,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,14.2,.606,.475,.025,4.0,18.0,11.3,22.3,1.2,0.0,18.2,18.1,,,,,,,,,0.1,0.1,0.2,.101,,,,,,,,,0.4,-0.3,0.1,0.1
Usman Garuba,3148182,PF,21,GSW,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,4.4,.000,.000,.000,0.0,0.0,0.0,18.8,8.1,0.0,0.0,7.0,,,,,,,,,0.0,0.0,0.0,.004,,,,,,,,,-7.2,5.7,-1.5,0.0
Noah Clowney,3089460,PF,19,BRK,4,0,8.8,1.8,2.8,.636,0.0,0.3,.000,1.8,2.5,.700,.636,1.0,1.0,1.000,0.8,1.3,2.0,0.8,0.0,0.3,0.3,1.0,4.5,19.8,.705,.091,.364,9.0,15.8,12.3,12.8,0.0,2.5,7.3,16.8,,,,,,,,,0.1,0.0,0.2,.206,,,,,,,,,0.3,-1.4,-1.1,0.0
Malaki Branham,3071880,PG,20,SAS,45,21,20.5,3.3,7.6,.431,0.9,3.0,.301,2.4,4.6,.517,.491,0.6,0.6,.929,0.3,1.7,2.0,2.2,0.4,0.1,1.1,1.2,8.1,8.3,.511,.397,.082,1.6,8.9,5.2,15.4,0.9,0.5,12.6,18.5,,,,,,,,,-0.6,0.3,-0.4,-0.019,,,,,,,,,-3.9,-2.1,-6.0,-0.9
Simone Fontecchio,3044872,SF,28,UTA,50,34,23.2,3.2,7.2,.450,1.8,4.7,.391,1.4,2.5,.560,.577,0.6,0.8,.800,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,8.9,11.0,.592,.651,.112,5.0,11.5,8.3,8.5,1.2,1.4,12.0,15.3,,,,,,,,,0.9,0.6,1.5,.062,,,,,,,,,-0.5,-1.0,-1.5,0.1
Dante Exum,3000000,PG,28,DAL,32,14,19.7,3.6,6.3,.571,1.0,2.0,.477,2.7,4.3,.616,.648,1.0,1.4,.727,0.6,2.2,2.8,2.8,0.6,0.2,0.8,1.6,9.2,16.6,.663,.320,.217,3.1,12.6,7.8,20.5,1.4,0.7,10.8,16.9,,,,,,,,,1.5,0.4,1.9,.148,,,,,,,,,1.1,-0.3,0.7,0.4
Julian Champagnie,3000000,SF,22,SAS,43,28,16.4,1.9,4.7,.404,1.3,3.4,.381,0.6,1.3,.464,.542,0.8,1.0,.810,0.5,1.9,2.3,1.0,0.6,0.6,0.7,1.1,5.9,10.8,.573,.724,.207,3.0,12.5,7.7,8.4,1.7,3.1,11.9,14.9,,,,,,,,,0.1,0.6,0.7,.048,,,,,,,,,-1.8,-0.3,-2.1,0.0
Jordan Nwora,3000000,SF,25,TOT,24,0,11.9,2.3,5.0,.463,0.8,2.3,.364,1.5,2.8,.545,.545,0.9,1.0,.875,0.5,1.5,2.0,1.3,0.4,0.1,0.8,1.2,6.4,14.5,.581,.455,.198,5.1,14.4,9.7,14.1,1.7,0.9,12.0,22.0,,,,,,,,,0.2,0.2,0.4,.071,,,,,,,,,-0.3,-1.7,-2.0,0.0
Dariq Whitehead,2966040,SF,19,BRK,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,4.8,.255,.600,.400,0.0,18.4,9.0,15.1,0.0,3.7,0.0,10.5,,,,,,,,,0.0,0.0,0.0,-0.030,,,,,,,,,-5.6,-2.3,-7.9,0.0
Christian Braun,2949120,SG,22,DEN,51,0,18.8,2.5,5.7,.447,0.6,1.8,.359,1.9,3.9,.487,.503,1.2,1.7,.729,0.8,2.7,3.5,1.4,0.4,0.4,0.7,1.5,7.0,11.3,.540,.316,.292,4.8,15.9,10.4,9.7,1.0,1.6,9.6,16.5,,,,,,,,,0.5,1.0,1.5,.077,,,,,,,,,-2.3,-0.7,-2.9,-0.2
Jalen Johnson,2925360,SF,22,ATL,36,33,33.5,6.2,11.8,.524,1.2,3.3,.367,4.9,8.4,.586,.575,2.0,2.7,.750,1.2,7.1,8.3,3.4,1.3,0.8,1.8,2.7,15.6,15.9,.601,.283,.226,3.8,23.9,13.5,13.9,1.8,2.1,12.2,18.0,,,,,,,,,1.4,1.0,2.4,.096,,,,,,,,,0.1,0.7,0.9,0.9
Josh Richardson,2891467,SG,30,MIA,41,6,26.1,3.7,8.2,.447,1.6,4.5,.353,2.1,3.8,.558,.543,1.1,1.2,.940,0.4,2.4,2.9,2.5,0.6,0.3,0.9,1.8,10.1,11.4,.575,.544,.148,1.9,10.7,6.2,14.2,1.1,1.3,9.1,16.4,,,,,,,,,0.8,1.0,1.9,.084,,,,,,,,,-1.4,-0.1,-1.5,0.1
Boban Marjanovic,2891467,C,35,HOU,9,0,5.3,1.1,2.3,.476,0.0,0.2,.000,1.1,2.1,.526,.476,0.3,0.7,.500,0.7,1.8,2.4,0.4,0.0,0.1,0.2,0.4,2.6,16.2,.486,.095,.286,13.6,36.1,24.8,12.8,0.0,1.9,7.8,22.9,,,,,,,,,0.0,0.1,0.1,.086,,,,,,,,,-1.8,-1.7,-3.5,0.0
Kris Murray,2847504,SF,23,POR,30,1,12.7,1.3,3.5,.381,0.5,1.8,.283,0.8,1.7,.481,.452,0.3,0.4,.667,0.6,1.2,1.8,0.6,0.8,0.2,0.5,0.8,3.4,8.5,.467,.505,.114,5.3,11.4,8.2,6.7,3.0,1.4,12.7,14.1,,,,,,,,,-0.3,0.4,0.1,.013,,,,,,,,,-4.3,0.8,-3.5,-0.1
Walker Kessler,2831160,C,22,UTA,44,13,23.1,3.7,5.6,.661,0.1,0.4,.250,3.6,5.3,.690,.669,0.8,1.6,.529,2.5,5.0,7.5,0.8,0.4,2.7,1.0,2.2,8.4,18.4,.662,.065,.282,12.0,23.1,17.7,4.9,0.9,10.4,13.6,13.2,,,,,,,,,1.5,1.5,3.0,.143,,,,,,,,,-0.5,2.0,1.5,0.9
Josh Okogie,2815937,SG,25,PHO,45,11,17.8,1.6,3.8,.414,0.5,1.7,.273,1.1,2.0,.533,.476,1.4,2.0,.719,1.2,1.6,2.8,1.2,0.9,0.4,0.5,1.4,5.0,11.7,.540,.456,.527,8.6,9.6,9.1,8.2,2.4,2.2,10.3,12.6,,,,,,,,,0.8,0.9,1.7,.102,,,,,,,,,-1.7,1.0,-0.8,0.2
Omer Yurtseven,2800000,C,25,UTA,27,6,9.8,1.4,3.0,.488,0.1,0.6,.200,1.3,2.4,.554,.506,0.2,0.4,.545,1.3,2.5,3.9,0.5,0.1,0.4,0.9,1.3,3.2,10.9,.513,.188,.138,15.1,27.7,21.5,6.7,0.7,3.3,21.3,16.9,,,,,,,,,-0.2,0.3,0.1,.017,,,,,,,,,-4.4,-1.0,-5.4,-0.2
Olivier-Maxence Prosper,2733720,PF,21,DAL,26,0,9.3,0.9,2.6,.343,0.3,1.2,.250,0.6,1.3,.429,.403,0.9,1.3,.676,0.7,1.5,2.2,0.7,0.1,0.1,0.2,0.7,3.0,10.2,.470,.478,.507,7.6,18.5,13.0,9.9,0.6,0.7,4.7,15.2,,,,,,,,,0.2,0.2,0.3,.062,,,,,,,,,-2.3,-1.6,-3.9,-0.1
David Roddy,2718240,PF,22,MEM,48,13,23.2,3.2,8.0,.402,1.0,3.3,.301,2.3,4.8,.470,.462,1.0,1.4,.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4,8.6,.485,.404,.174,4.8,15.2,9.8,10.3,1.1,0.9,11.5,18.1,,,,,,,,,-1.0,1.1,0.1,.006,,,,,,,,,-4.0,-1.0,-5.0,-0.8
Christian Wood,2709849,PF,28,LAL,46,1,17.8,2.5,5.3,.459,0.7,2.3,.308,1.7,3.0,.576,.526,1.4,2.0,.700,0.8,4.4,5.2,1.0,0.3,0.7,1.0,1.4,7.0,12.1,.564,.435,.366,5.2,26.6,16.4,7.7,0.8,3.4,14.4,17.6,,,,,,,,,-0.1,1.1,1.0,.060,,,,,,,,,-2.8,-0.1,-3.0,-0.2
Dario Saric,2709849,C,29,GSW,45,9,20.2,3.5,7.3,.480,1.5,3.7,.410,2.0,3.6,.553,.584,1.6,1.8,.855,1.4,4.0,5.3,2.5,0.6,0.2,1.2,2.2,10.1,16.9,.623,.508,.254,7.5,21.3,14.4,17.5,1.5,0.8,13.3,19.4,,,,,,,,,1.8,0.9,2.7,.142,,,,,,,,,1.8,0.4,2.3,1.0
Malik Beasley,2709849,SG,27,MIL,49,49,29.6,4.1,8.7,.474,2.8,6.3,.450,1.3,2.4,.538,.637,0.3,0.4,.682,0.7,3.3,4.0,1.4,0.7,0.1,0.7,2.1,11.4,11.0,.640,.725,.052,2.5,12.0,7.4,5.9,1.2,0.3,7.6,13.8,,,,,,,,,1.7,0.9,2.6,.086,,,,,,,,,-0.3,-0.8,-1.1,0.3
Isaiah Jackson,2696280,C,22,IND,39,2,13.2,2.7,4.1,.656,0.0,0.1,.000,2.7,4.0,.669,.656,1.3,1.8,.714,1.5,2.5,4.0,0.9,0.6,1.1,0.7,2.6,6.7,21.0,.681,.019,.438,12.9,22.1,17.5,8.5,2.2,6.8,12.4,17.6,,,,,,,,,1.3,0.7,2.1,.192,,,,,,,,,-0.2,1.7,1.5,0.5
Marcus Sasser,2624028,PG,23,DET,44,0,15.4,2.8,5.8,.484,1.1,2.6,.435,1.7,3.2,.525,.582,0.7,0.7,.906,0.1,1.3,1.5,2.7,0.5,0.2,0.9,1.3,7.4,14.7,.605,.449,.125,1.0,10.0,5.4,25.5,1.6,1.0,12.9,19.3,,,,,,,,,0.9,0.2,1.1,.081,,,,,,,,,0.6,-0.8,-0.2,0.3
MarJon Beauchamp,2609400,SF,23,MIL,36,1,15.0,1.9,3.9,.482,0.7,1.8,.397,1.2,2.1,.553,.572,0.3,0.6,.600,0.6,1.8,2.3,0.8,0.3,0.2,0.7,1.3,4.8,8.6,.578,.453,.144,4.2,12.6,8.5,6.7,1.0,0.9,14.0,13.5,,,,,,,,,0.1,0.4,0.5,.042,,,,,,,,,-2.7,-1.0,-3.7,-0.2
James Johnson,2608596,PF,36,IND,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8,11.5,.400,.200,.000,4.8,14.3,9.5,23.3,7.8,0.0,28.6,12.1,,,,,,,,,0.0,0.0,0.0,.053,,,,,,,,,-5.1,4.6,-0.5,0.0
Charles Bassey,2600000,C,23,SAS,19,0,10.8,1.5,2.1,.725,0.0,0.1,.000,1.5,2.1,.744,.725,0.3,0.3,.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,17.6,.739,.025,.150,11.9,28.2,19.9,14.0,1.8,7.1,26.0,11.8,,,,,,,,,0.3,0.3,0.6,.147,,,,,,,,,-2.0,3.1,1.1,0.2
Damian Jones,2586665,C,28,CLE,23,0,6.3,0.7,1.4,.531,0.1,0.3,.286,0.7,1.1,.600,.563,0.4,0.5,.909,0.4,1.0,1.4,0.4,0.1,0.4,0.4,0.7,2.0,12.4,.624,.219,.344,7.0,17.4,12.3,8.1,1.0,5.6,19.6,13.8,,,,,,,,,0.1,0.3,0.4,.119,,,,,,,,,-3.8,2.3,-1.6,0.0
Kris Dunn,2586484,PG,29,UTA,44,26,17.8,2.2,4.5,.475,0.6,1.5,.409,1.5,3.0,.507,.543,0.3,0.4,.667,0.7,2.2,2.9,4.3,0.9,0.5,1.3,1.8,5.2,13.8,.551,.330,.090,4.4,13.2,8.9,31.8,2.5,2.5,21.2,14.0,,,,,,,,,0.8,0.8,1.6,.097,,,,,,,,,-0.6,1.8,1.2,0.6
Bruno Fernando,2581522,C,25,ATL,14,0,7.0,1.2,2.4,.515,0.0,0.2,.000,1.2,2.1,.567,.515,0.8,1.6,.500,0.6,1.6,2.1,0.4,0.1,0.5,0.5,0.9,3.2,13.7,.527,.091,.667,8.5,25.3,16.6,7.0,1.0,6.2,14.1,20.7,,,,,,,,,0.0,0.1,0.1,.028,,,,,,,,,-4.1,-0.6,-4.6,-0.1
Ben Sheppard,2537172,SG,22,IND,30,0,10.4,1.0,2.9,.352,0.5,2.0,.271,0.5,1.0,.517,.443,0.4,0.5,.786,0.2,1.1,1.3,0.8,0.5,0.0,0.2,1.3,3.0,7.3,.473,.670,.159,2.6,11.7,7.1,8.7,2.2,0.0,5.0,13.2,,,,,,,,,0.0,0.2,0.2,.032,,,,,,,,,-4.5,0.0,-4.5,-0.2
Torrey Craig,2528233,SF,33,CHI,29,7,21.0,2.2,5.1,.423,1.1,2.9,.369,1.1,2.2,.492,.527,0.7,0.9,.800,1.8,3.0,4.8,1.0,0.6,0.4,0.6,2.4,6.1,11.2,.553,.564,.168,9.3,16.4,12.8,6.4,1.5,2.0,10.1,12.8,,,,,,,,,0.6,0.7,1.2,.096,,,,,,,,,-2.3,-0.2,-2.4,-0.1
Thomas Bryant,2528233,C,26,MIA,25,3,10.4,1.8,3.1,.571,0.0,0.2,.000,1.8,2.9,.603,.571,0.7,0.9,.818,1.0,2.1,3.1,0.6,0.2,0.2,0.6,1.0,4.2,15.1,.611,.052,.286,10.8,23.1,16.8,8.9,1.1,1.9,14.8,17.4,,,,,,,,,0.3,0.4,0.6,.118,,,,,,,,,-2.3,-0.5,-2.8,-0.1
Frank Ntilikina,2528233,PG,25,CHO,5,0,8.6,0.2,1.8,.111,0.2,1.6,.125,0.0,0.2,.000,.167,0.4,0.4,1.000,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0,0.0,.253,.889,.222,2.5,13.8,7.8,11.3,0.0,0.0,9.2,11.0,,,,,,,,,-0.1,0.0,-0.1,-0.103,,,,,,,,,-10.0,-3.6,-13.6,-0.1
Ryan Arcidiacono,2528233,PG,29,NYK,20,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,-1.9,.000,1.000,.000,0.0,19.6,9.8,10.2,2.2,0.0,25.0,7.6,,,,,,,,,-0.1,0.1,-0.1,-0.083,,,,,,,,,-11.7,2.0,-9.7,-0.1
Blake Wesley,2504640,SG,20,SAS,29,1,11.7,1.5,3.1,.483,0.1,0.7,.105,1.4,2.4,.586,.494,0.4,0.9,.520,0.2,0.9,1.1,2.3,0.5,0.1,0.6,1.4,3.5,10.1,.505,.213,.281,2.2,8.4,5.3,27.0,2.0,1.0,15.3,14.6,,,,,,,,,0.1,0.2,0.3,.040,,,,,,,,,-4.6,-0.1,-4.8,-0.2
Lamar Stevens,2492354,PF,26,BOS,19,1,6.4,1.1,2.4,.467,0.2,0.4,.375,0.9,1.9,.486,.500,0.4,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,14.4,.532,.178,.244,10.9,15.7,13.4,9.1,2.4,3.6,15.3,20.7,,,,,,,,,0.0,0.2,0.2,.092,,,,,,,,,-3.1,0.9,-2.2,0.0
Brice Sensabaugh,2448600,SF,20,UTA,4,0,3.0,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,0.0,0.0,,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3,11.5,.417,.333,.000,9.3,18.0,13.7,23.3,0.0,0.0,0.0,20.8,,,,,,,,,0.0,0.0,0.0,.055,,,,,,,,,-1.1,-3.3,-4.4,0.0
Ty Jerome,2439025,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,7.6,.500,.250,.000,7.5,0.0,3.7,26.6,0.0,0.0,20.0,14.4,,,,,,,,,0.0,0.0,0.0,.052,,,,,,,,,-4.3,-0.6,-4.9,0.0
Julian Strawther,2431044,SF,21,DEN,33,0,13.9,2.2,5.6,.384,1.1,3.5,.322,1.0,2.1,.486,.484,0.5,0.7,.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.9,9.3,.500,.622,.124,1.0,10.8,6.0,10.4,1.7,1.1,7.1,20.0,,,,,,,,,-0.2,0.5,0.3,.035,,,,,,,,,-3.9,-1.0,-5.0,-0.3
Jeremiah Robinson-Earl,2427611,PF,23,NOP,19,1,10.8,1.6,3.0,.526,0.4,1.1,.381,1.2,1.9,.611,.596,0.5,0.6,.909,0.7,1.8,2.5,0.5,0.4,0.2,0.5,0.7,4.1,13.9,.631,.368,.193,7.6,18.2,12.9,5.9,1.7,1.4,12.7,14.8,,,,,,,,,0.3,0.3,0.5,.122,,,,,,,,,-0.7,-0.1,-0.8,0.1
Kobe Brown,2413356,PF,24,LAC,30,0,9.0,0.7,2.0,.367,0.4,1.3,.289,0.4,0.7,.500,.458,0.0,0.1,.500,0.3,1.1,1.4,0.6,0.2,0.1,0.2,1.3,1.9,5.4,.460,.633,.033,3.9,12.9,8.6,7.6,1.1,1.0,7.6,10.6,,,,,,,,,0.0,0.2,0.2,.043,,,,,,,,,-4.8,0.3,-4.5,-0.2
Luke Kornet,2413304,C,28,BOS,34,2,15.1,2.2,3.2,.673,0.0,0.0,,2.2,3.2,.673,.673,0.8,0.9,.903,1.9,2.1,4.0,0.9,0.4,1.0,0.5,1.3,5.2,19.0,.712,.000,.282,14.2,13.8,14.0,7.8,1.3,5.8,11.5,11.7,,,,,,,,,1.6,0.9,2.4,.228,,,,,,,,,1.0,2.2,3.2,0.7
John Konchar,2400000,SF,27,MEM,40,11,18.9,1.4,3.5,.410,0.6,2.0,.300,0.8,1.5,.559,.496,0.3,0.4,.786,1.2,3.1,4.3,1.8,0.7,0.9,0.6,1.2,3.7,11.2,.513,.576,.101,6.4,18.7,12.3,12.9,1.9,4.4,14.7,9.7,,,,,,,,,0.3,1.2,1.5,.093,,,,,,,,,-2.6,2.3,-0.3,0.3
Quentin Grimes,2385720,SG,23,NYK,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,9.3,.543,.741,.119,1.7,8.9,5.4,7.6,1.6,0.3,6.5,15.1,,,,,,,,,0.6,1.0,1.6,.085,,,,,,,,,-2.1,0.6,-1.6,0.1
